date,storage,inflow,outflow,evaporation,elevation
1963-01-01,6.545,NA,NA,NA,122.807
1963-01-02,6.545,NA,NA,NA,122.789
1963-01-03,6.508,NA,NA,NA,122.764
1963-01-04,6.508,NA,NA,NA,122.761
1963-01-05,6.471,NA,NA,NA,122.749
1963-01-06,6.471,NA,NA,NA,122.737
1963-01-07,6.434,NA,NA,NA,122.725
1963-01-08,6.434,NA,NA,NA,122.703
1963-01-09,6.397,NA,NA,NA,122.691
1963-01-10,6.397,NA,NA,NA,122.676
1963-01-11,6.366,NA,NA,NA,122.661
1963-01-12,6.366,NA,NA,NA,122.642
1963-01-13,6.335,NA,NA,NA,122.624
1963-01-14,6.335,NA,NA,NA,122.615
1963-01-15,6.335,NA,NA,NA,122.609
1963-01-16,6.304,NA,NA,NA,122.6
1963-01-17,6.304,NA,NA,NA,122.594
1963-01-18,6.304,NA,NA,NA,122.584
1963-01-19,6.304,NA,NA,NA,122.594
1963-01-20,6.304,NA,NA,NA,122.588
1963-01-21,6.304,NA,NA,NA,122.578
1963-01-22,6.273,NA,NA,NA,122.572
1963-01-23,6.273,NA,NA,NA,122.563
1963-01-24,6.273,NA,NA,NA,122.554
1963-01-25,6.273,NA,NA,NA,122.548
1963-01-26,6.249,NA,NA,NA,122.539
1963-01-27,6.249,NA,NA,NA,122.53
1963-01-28,6.249,NA,NA,NA,122.527
1963-01-29,6.249,NA,NA,NA,122.524
1963-01-30,6.249,NA,NA,NA,122.514
1963-01-31,6.249,NA,NA,NA,122.517
1963-02-01,6.249,NA,NA,NA,122.52
1963-02-02,6.249,NA,NA,NA,122.514
1963-02-03,6.224,NA,NA,NA,122.508
1963-02-04,6.224,NA,NA,NA,122.499
1963-02-05,6.224,NA,NA,NA,122.493
1963-02-06,6.224,NA,NA,NA,122.49
1963-02-07,6.224,NA,NA,NA,122.484
1963-02-08,6.199,NA,NA,NA,122.478
1963-02-09,6.199,NA,NA,NA,122.478
1963-02-10,6.199,NA,NA,NA,122.475
1963-02-11,6.199,NA,NA,NA,122.475
1963-02-12,6.199,NA,NA,NA,122.472
1963-02-13,6.199,NA,NA,NA,122.469
1963-02-14,6.199,NA,NA,NA,122.459
1963-02-15,6.199,NA,NA,NA,122.453
1963-02-16,6.199,NA,NA,NA,122.453
1963-02-17,6.175,NA,NA,NA,122.45
1963-02-18,6.199,NA,NA,NA,122.456
1963-02-19,6.199,NA,NA,NA,122.456
1963-02-20,6.199,NA,NA,NA,122.453
1963-02-21,6.175,NA,NA,NA,122.444
1963-02-22,6.175,NA,NA,NA,122.438
1963-02-23,6.175,NA,NA,NA,122.435
1963-02-24,6.175,NA,NA,NA,122.432
1963-02-25,6.175,NA,NA,NA,122.429
1963-02-26,6.175,NA,NA,NA,122.426
1963-02-27,6.156,NA,NA,NA,122.42
1963-02-28,6.175,NA,NA,NA,122.429
1963-03-01,6.156,NA,NA,NA,122.417
1963-03-02,6.156,NA,NA,NA,122.414
1963-03-03,6.156,NA,NA,NA,122.414
1963-03-04,6.156,NA,NA,NA,122.417
1963-03-05,6.156,NA,NA,NA,122.42
1963-03-06,6.156,NA,NA,NA,122.417
1963-03-07,6.156,NA,NA,NA,122.414
1963-03-08,6.156,NA,NA,NA,122.411
1963-03-09,6.156,NA,NA,NA,122.408
1963-03-10,6.156,NA,NA,NA,122.405
1963-03-11,6.156,NA,NA,NA,122.402
