date,storage,inflow,outflow,evaporation,elevation
1945-10-01,917.018,NA,36.529,NA,1932.749
1945-10-02,915.094,NA,34.83,NA,1932.719
1945-10-03,913.195,NA,35.962,NA,1932.688
1945-10-04,911.11,NA,37.378,NA,1932.655
1945-10-05,909.21,NA,34.83,NA,1932.624
1945-10-06,907.496,NA,33.414,NA,1932.597
1945-10-07,905.979,NA,28.883,NA,1932.572
1945-10-08,903.882,NA,35.962,NA,1932.539
1945-10-09,901.6,NA,36.812,NA,1932.502
1945-10-10,899.515,NA,35.679,NA,1932.469
1945-10-11,897.616,NA,33.414,NA,1932.438
1945-10-12,895.926,NA,32.281,NA,1932.411
1945-10-13,894.433,NA,30.016,NA,1932.386
1945-10-14,893.866,NA,21.379,NA,1932.377
1945-10-15,892.558,NA,30.582,NA,1932.356
1945-10-16,890.943,NA,31.998,NA,1932.331
1945-10-17,889.388,NA,31.715,NA,1932.304
1945-10-18,887.699,NA,31.148,NA,1932.277
1945-10-19,886.021,NA,30.299,NA,1932.249
1945-10-20,884.158,NA,30.582,NA,1932.219
1945-10-21,883.221,NA,20.728,NA,1932.203
1945-10-22,881.346,NA,30.582,NA,1932.173
1945-10-23,879.669,NA,30.016,NA,1932.145
1945-10-24,878.176,NA,29.449,NA,1932.121
1945-10-25,876.523,NA,28.883,NA,1932.094
1945-10-26,874.87,NA,29.449,NA,1932.066
1945-10-27,873.217,NA,29.166,NA,1932.039
1945-10-28,872.12,NA,22.03,NA,1932.021
1945-10-29,870.282,NA,30.582,NA,1931.99
1945-10-30,868.444,NA,31.998,NA,1931.96
1945-10-31,866.779,NA,30.582,NA,1931.932
1945-11-01,865.126,NA,31.998,NA,1931.905
1945-11-02,863.843,NA,30.582,NA,1931.883
1945-11-03,862.918,NA,28.317,NA,1931.868
1945-11-04,862.56,NA,19.255,NA,1931.862
1945-11-05,861.438,NA,28.317,NA,1931.844
1945-11-06,860.167,NA,29.449,NA,1931.822
1945-11-07,858.909,NA,30.016,NA,1931.801
1945-11-08,857.454,NA,30.016,NA,1931.777
1945-11-09,856.01,NA,30.299,NA,1931.752
1945-11-10,854.567,NA,28.232,NA,1931.728
1945-11-11,853.667,NA,19.822,NA,1931.713
1945-11-12,852.396,NA,21.946,NA,1931.691
1945-11-13,850.78,NA,28.317,NA,1931.664
1945-11-14,849.152,NA,27.92,NA,1931.636
1945-11-15,847.524,NA,27.439,NA,1931.609
1945-11-16,845.896,NA,27.241,NA,1931.582
1945-11-17,844.638,NA,24.352,NA,1931.56
1945-11-18,844.095,NA,16.962,NA,1931.551
1945-11-19,842.837,NA,25.145,NA,1931.53
1945-11-20,841.221,NA,27.382,NA,1931.502
1945-11-21,839.63,NA,26.221,NA,1931.475
1945-11-22,838.914,NA,16.141,NA,1931.463
1945-11-23,837.496,NA,24.267,NA,1931.438
1945-11-24,836.25,NA,23.588,NA,1931.417
1945-11-25,835.535,NA,17.245,NA,1931.405
1945-11-26,834.116,NA,25.825,NA,1931.38
1945-11-27,832.525,NA,26.618,NA,1931.353
1945-11-28,831.106,NA,27.269,NA,1931.329
1945-11-29,829.861,NA,26.844,NA,1931.307
1945-11-30,828.615,NA,28.09,NA,1931.286
1945-12-01,827.912,NA,25.089,NA,1931.274
1945-12-02,827.727,NA,18.378,NA,1931.271
1945-12-03,826.493,NA,27.184,NA,1931.249
1945-12-04,825.247,NA,27.411,NA,1931.228
1945-12-05,824.014,NA,27.467,NA,1931.207
1945-12-06,822.793,NA,27.949,NA,1931.185
1945-12-07,821.572,NA,27.496,NA,1931.164
1945-12-08,820.178,NA,28.883,NA,1931.14
1945-12-09,819.475,NA,20.02,NA,1931.127
1945-12-10,817.908,NA,30.865,NA,1931.1
