date,storage,inflow,outflow,elevation,evaporation
1990-01-01,0.001,0.113,0.096,35.5,NA
1990-01-02,0.001,0.51,0.515,35.503,NA
1990-01-03,0.001,0.51,0.515,35.5,NA
1990-01-04,0,0.227,0.229,35.393,NA
1990-01-05,0,0.028,0.014,35.357,NA
1990-01-06,0,0,0,35.357,NA
1990-01-07,0.001,0.453,0.45,35.503,NA
1990-01-08,0.001,0.538,0.544,35.509,NA
1990-01-09,0,0.538,0.544,35.43,NA
1990-01-10,0.001,0.311,0.294,35.503,NA
1990-01-11,0,0.368,0.379,35.409,NA
1990-01-12,0.001,0.481,0.473,35.506,NA
1990-01-13,0.001,0.538,0.538,35.506,NA
1990-01-14,0.001,0.538,0.538,35.503,NA
1990-01-15,0.001,0.538,0.538,35.506,NA
1990-01-16,0.001,0.538,0.538,35.503,NA
1990-01-17,0.001,0.538,0.527,35.5,NA
1990-01-18,0.001,0.51,0.515,35.503,NA
1990-01-19,0.001,0.538,0.538,35.5,NA
1990-01-20,0.001,0.538,0.538,35.503,NA
1990-01-21,0,0.255,0.272,35.372,NA
1990-01-22,0,0,0.009,35.357,NA
1990-01-23,0,0,0,35.357,NA
1990-01-24,0,0,0,35.357,NA
1990-01-25,0,0,0,35.357,NA
1990-01-26,0,0,0,35.357,NA
1990-01-27,0,0,0,35.357,NA
1990-01-28,0,0,0,35.357,NA
1990-01-29,0,0,0,35.357,NA
1990-01-30,0.001,0.396,0.368,35.506,NA
1990-01-31,0.001,0.538,0.538,35.506,NA
1990-02-01,0.001,0.538,0.538,35.506,NA
1990-02-02,0.001,0.538,0.538,35.506,NA
1990-02-03,0.001,0.538,0.538,35.506,NA
1990-02-04,0.001,0.538,0.538,35.503,NA
1990-02-05,0.001,0.538,0.538,35.506,NA
1990-02-06,0.001,0.538,0.538,35.506,NA
1990-02-07,0.001,0.51,0.51,35.503,NA
1990-02-08,0.001,0.453,0.453,35.506,NA
1990-02-09,0.001,0.538,0.538,35.497,NA
1990-02-10,0,0.085,0.11,35.357,NA
1990-02-11,0,0,0,35.357,NA
1990-02-12,0,0,0,35.357,NA
1990-02-13,0,0,0,35.357,NA
1990-02-14,0,0,0,35.357,NA
1990-02-15,0,0,0,35.357,NA
1990-02-16,0.001,0.283,0.263,35.5,NA
1990-02-17,0.001,0.51,0.51,35.524,NA
1990-02-18,0.001,0.51,0.51,35.5,NA
1990-02-19,0.001,0.538,0.538,35.503,NA
1990-02-20,0.001,0.538,0.538,35.503,NA
1990-02-21,0.001,0.538,0.538,35.506,NA
1990-02-22,0.001,0.538,0.538,35.509,NA
1990-02-23,0.001,0.566,0.566,35.512,NA
1990-02-24,0.001,0.566,0.566,35.518,NA
1990-02-25,0.001,0.595,0.595,35.518,NA
1990-02-26,0.001,0.595,0.595,35.503,NA
1990-02-27,0,0.057,0.068,35.357,NA
1990-02-28,0,0,0,35.357,NA
1990-03-01,0,0,0,35.357,NA
1990-03-02,0.001,0.283,0.255,35.515,NA
1990-03-03,0.001,0.595,0.595,35.524,NA
1990-03-04,0.001,0.595,0.595,35.512,NA
1990-03-05,0.001,0.566,0.566,35.515,NA
1990-03-06,0.001,0.595,0.595,35.521,NA
1990-03-07,0.001,0.595,0.595,35.521,NA
1990-03-08,0.001,0.595,0.595,35.518,NA
1990-03-09,0.001,0.595,0.595,35.521,NA
1990-03-10,0.001,0.566,0.566,35.506,NA
1990-03-11,0.001,0.538,0.538,35.509,NA
1990-03-12,0.001,0.538,0.538,35.509,NA
1990-03-13,0.001,0.538,0.538,35.512,NA
1990-03-14,0.001,0.566,0.566,35.512,NA
1990-03-15,0.001,0.566,0.566,35.521,NA
1990-03-16,0.001,0.595,0.595,35.527,NA
1990-03-17,0.001,0.623,0.623,35.54,NA
1990-03-18,0.001,0.651,0.651,35.546,NA
1990-03-19,0.001,0.68,0.68,35.546,NA
1990-03-20,0.001,0.68,0.68,35.549,NA
1990-03-21,0.001,0.68,0.68,35.549,NA
1990-03-22,0,0.651,0.68,35.381,NA
1990-03-23,0,0.057,0.054,35.366,NA
1990-03-24,0,0,0.009,35.357,NA
1990-03-25,0,0,0,35.357,NA
1990-03-26,0,0,0,35.357,NA
1990-03-27,0,0,0,35.357,NA
1990-03-28,0,0,0,35.357,NA
1990-03-29,0,0,0,35.357,NA
1990-03-30,0,0,0,35.357,NA
1990-03-31,0,0,0,35.357,NA
1990-04-01,0,0,0,35.357,NA
1990-04-02,0,0,0,35.357,NA
1990-04-03,0,0,0,35.357,NA
1990-04-04,0,0,0,35.357,NA
1990-04-05,0,0,0,35.357,NA
1990-04-06,0,0,0,35.357,NA
1990-04-07,0,0,0,35.357,NA
1990-04-08,0,0,0,35.357,NA
1990-04-09,0,0,0,35.357,NA
