date,storage,inflow,outflow,evaporation,elevation
1962-01-01,2982.974,NA,250.604,NA,200.436
1962-01-02,2989.561,NA,250.604,NA,200.467
1962-01-03,2976.387,NA,250.604,NA,200.406
1962-01-04,2976.387,NA,250.604,NA,200.406
1962-01-05,2996.148,NA,250.604,NA,200.497
1962-01-06,3022.766,NA,267.594,NA,200.619
1962-01-07,3029.489,NA,256.267,NA,200.65
1962-01-08,3022.766,NA,256.267,NA,200.619
1962-01-09,3016.044,NA,250.604,NA,200.589
1962-01-10,3002.734,NA,250.604,NA,200.528
1962-01-11,3002.734,NA,244.94,NA,200.528
1962-01-12,3002.734,NA,244.94,NA,200.528
1962-01-13,3022.766,NA,244.94,NA,200.619
1962-01-14,3036.211,NA,244.94,NA,200.68
1962-01-15,3029.489,NA,190.572,NA,200.65
1962-01-16,3016.044,NA,77.305,NA,200.589
1962-01-17,3009.321,NA,6.569,NA,200.558
1962-01-18,3009.321,NA,5.069,NA,200.558
1962-01-19,3029.489,NA,5.72,NA,200.65
1962-01-20,3056.378,NA,7.504,NA,200.772
1962-01-21,3063.101,NA,5.975,NA,200.802
1962-01-22,3056.378,NA,5.409,NA,200.772
1962-01-23,3063.101,NA,5.409,NA,200.802
1962-01-24,3056.378,NA,5.522,NA,200.772
1962-01-25,3049.656,NA,5.295,NA,200.741
1962-01-26,3049.656,NA,5.182,NA,200.741
1962-01-27,3049.656,NA,5.069,NA,200.741
1962-01-28,3056.378,NA,10.052,NA,200.772
1962-01-29,3063.101,NA,11.1,NA,200.802
1962-01-30,3063.101,NA,7.504,NA,200.802
1962-01-31,3056.378,NA,6.088,NA,200.772
1962-02-01,3090.213,NA,5.635,NA,200.924
1962-02-02,3083.379,NA,5.182,NA,200.894
1962-02-03,3076.546,NA,4.757,NA,200.863
1962-02-04,3083.379,NA,4.587,NA,200.894
1962-02-05,3083.379,NA,4.474,NA,200.894
1962-02-06,3069.823,NA,4.276,NA,200.833
1962-02-07,3056.378,NA,3.993,NA,200.772
1962-02-08,3049.656,NA,3.993,NA,200.741
1962-02-09,3036.211,NA,4.276,NA,200.68
1962-02-10,3029.489,NA,4.87,NA,200.65
1962-02-11,3036.211,NA,4.078,NA,200.68
1962-02-12,3042.933,NA,3.908,NA,200.711
1962-02-13,3022.766,NA,3.823,NA,200.619
1962-02-14,3016.044,NA,3.738,NA,200.589
1962-02-15,3002.734,NA,3.625,NA,200.528
1962-02-16,3002.734,NA,3.908,NA,200.528
1962-02-17,3002.734,NA,4.276,NA,200.528
1962-02-18,3009.321,NA,3.908,NA,200.558
1962-02-19,3009.321,NA,4.984,NA,200.558
1962-02-20,3002.734,NA,5.069,NA,200.528
1962-02-21,3002.734,NA,4.842,NA,200.528
1962-02-22,2996.148,NA,50.121,NA,200.497
1962-02-23,2996.148,NA,39.644,NA,200.497
1962-02-24,2996.148,NA,25.259,NA,200.497
1962-02-25,3002.734,NA,17.5,NA,200.528
1962-02-26,3009.321,NA,11.865,NA,200.558
1962-02-27,3009.321,NA,9.458,NA,200.558
1962-02-28,3009.321,NA,8.099,NA,200.558
1962-03-01,3009.321,NA,7.108,NA,200.558
1962-03-02,3016.044,NA,6.201,NA,200.589
1962-03-03,3016.044,NA,5.862,NA,200.589
1962-03-04,3016.044,NA,5.409,NA,200.589
1962-03-05,3016.044,NA,5.295,NA,200.589
1962-03-06,3042.933,NA,5.069,NA,200.711
1962-03-07,3036.211,NA,4.87,NA,200.68
1962-03-08,3022.766,NA,4.757,NA,200.619
1962-03-09,3029.489,NA,4.984,NA,200.65
1962-03-10,3036.211,NA,5.975,NA,200.68
1962-03-11,3036.211,NA,23.956,NA,200.68
1962-03-12,3144.881,NA,44.174,NA,201.168
1962-03-13,3124.38,NA,16.99,NA,201.077
1962-03-14,3131.214,NA,10.76,NA,201.107
1962-03-15,3138.047,NA,9.061,NA,201.138
1962-03-16,3138.047,NA,7.362,NA,201.138
1962-03-17,3179.726,NA,6.23,NA,201.32
1962-03-18,3193.665,NA,5.975,NA,201.381
1962-03-19,3207.603,NA,5.635,NA,201.442
1962-03-20,3214.572,NA,5.522,NA,201.473
1962-03-21,3221.665,NA,9.401,NA,201.503
1962-03-22,3264.22,NA,8.58,NA,201.686
1962-03-23,3285.497,NA,6.343,NA,201.778
1962-03-24,3292.726,NA,5.862,NA,201.808
1962-03-25,3343.323,NA,5.748,NA,202.021
1962-03-26,3350.551,NA,21.351,NA,202.052
1962-03-27,3365.143,NA,17.217,NA,202.113
1962-03-28,3372.507,NA,9.628,NA,202.143
1962-03-29,3372.507,NA,7.787,NA,202.143
1962-03-30,3357.779,NA,6.994,NA,202.082
1962-03-31,3350.551,NA,16.594,NA,202.052
1962-04-01,3350.551,NA,42.758,NA,202.052
1962-04-02,3401.963,NA,16.084,NA,202.265
1962-04-03,3416.69,NA,10.789,NA,202.326
1962-04-04,3438.918,NA,8.693,NA,202.418
1962-04-05,3453.917,NA,7.646,NA,202.479
1962-04-06,3461.416,NA,8.212,NA,202.509
1962-04-07,3438.918,NA,22.2,NA,202.418
1962-04-08,3424.054,NA,64.845,NA,202.357
1962-04-09,3394.599,NA,33.697,NA,202.235
1962-04-10,3365.143,NA,14.215,NA,202.113
1962-04-11,3350.551,NA,17.698,NA,202.052
1962-04-12,3328.866,NA,72.491,NA,201.96
1962-04-13,3328.866,NA,128.558,NA,201.96
1962-04-14,3321.638,NA,97.41,NA,201.93
1962-04-15,3314.41,NA,97.976,NA,201.9
1962-04-16,3292.726,NA,148.946,NA,201.808
1962-04-17,3299.954,NA,145.265,NA,201.839
1962-04-18,3350.551,NA,339.802,NA,202.052
1962-04-19,3372.507,NA,376.613,NA,202.143
1962-04-20,3379.871,NA,455.9,NA,202.174
1962-04-21,3379.871,NA,447.405,NA,202.174
1962-04-22,3365.143,NA,193.121,NA,202.113
1962-04-23,3343.323,NA,149.796,NA,202.021
1962-04-24,3328.866,NA,162.538,NA,201.96
1962-04-25,3321.638,NA,193.121,NA,201.93
1962-04-26,3299.954,NA,300.158,NA,201.839
