date,storage,inflow,outflow,evaporation,elevation
1952-01-01,0.01,NA,6.4,NA,137.471
1952-01-02,0.009,NA,5.72,NA,137.383
1952-01-03,0.007,NA,5.182,NA,137.294
1952-01-04,0.006,NA,5.069,NA,137.197
1952-01-05,0.005,NA,4.87,NA,137.133
1952-01-06,0.005,NA,4.87,NA,137.117
1952-01-07,0.005,NA,4.559,NA,137.111
1952-01-08,0.005,NA,4.559,NA,137.105
1952-01-09,0,NA,4.248,NA,137.075
1952-01-10,0.006,NA,4.446,NA,137.221
1952-01-11,0.007,NA,6.513,NA,137.309
1952-01-12,0.009,NA,5.069,NA,137.376
1952-01-13,0.011,NA,5.72,NA,137.532
1952-01-14,0.011,NA,5.918,NA,137.873
1952-01-15,0.012,NA,6.258,NA,138.05
1952-01-16,0.015,NA,6.258,NA,138.19
1952-01-17,0.016,NA,5.805,NA,138.273
1952-01-18,0.019,NA,5.805,NA,138.407
1952-01-19,0.02,NA,5.918,NA,138.489
1952-01-20,0.02,NA,5.493,NA,138.535
1952-01-21,0.02,NA,5.182,NA,138.556
1952-01-22,0.023,NA,4.87,NA,138.821
1952-01-23,0.025,NA,4.559,NA,138.989
1952-01-24,0.026,NA,4.644,NA,139.065
1952-01-25,0.027,NA,4.757,NA,139.12
1952-01-26,0.027,NA,4.757,NA,139.187
1952-01-27,0.028,NA,4.644,NA,139.233
1952-01-28,0.028,NA,4.644,NA,139.257
1952-01-29,0.031,NA,4.644,NA,139.394
1952-01-30,0.032,NA,4.248,NA,139.483
1952-01-31,0.032,NA,4.078,NA,139.544
1952-02-01,0.035,NA,7.646,NA,139.635
1952-02-02,0.037,NA,4.361,NA,139.766
1952-02-03,0.038,NA,4.163,NA,139.787
1952-02-04,0.036,NA,4.163,NA,139.763
1952-02-05,0.036,NA,4.163,NA,139.729
1952-02-06,0.035,NA,4.163,NA,139.69
1952-02-07,0.035,NA,4.248,NA,139.687
1952-02-08,0.036,NA,4.361,NA,139.736
1952-02-09,0.036,NA,4.361,NA,139.76
1952-02-10,0.037,NA,4.361,NA,139.766
1952-02-11,0.037,NA,4.361,NA,139.766
1952-02-12,0.036,NA,6.541,NA,139.751
1952-02-13,0.036,NA,4.248,NA,139.723
1952-02-14,0.035,NA,4.163,NA,139.687
1952-02-15,0.035,NA,4.248,NA,139.675
1952-02-16,0.035,NA,4.248,NA,139.669
1952-02-17,0.035,NA,4.163,NA,139.659
1952-02-18,0.035,NA,4.163,NA,139.638
1952-02-19,0.033,NA,4.163,NA,139.617
1952-02-20,0.033,NA,4.163,NA,139.58
1952-02-21,0.032,NA,4.078,NA,139.54
1952-02-22,0.032,NA,4.163,NA,139.525
1952-02-23,0.032,NA,4.248,NA,139.504
1952-02-24,0.032,NA,4.248,NA,139.489
1952-02-25,0.032,NA,4.361,NA,139.483
1952-02-26,0.031,NA,4.078,NA,139.464
1952-02-27,0.031,NA,4.078,NA,139.431
1952-02-28,0.031,NA,4.078,NA,139.4
1952-02-29,0.03,NA,3.71,NA,139.37
1952-03-01,0.03,NA,3.794,NA,139.37
1952-03-02,0.03,NA,3.681,NA,139.339
1952-03-03,0.03,NA,3.681,NA,139.324
1952-03-04,0.03,NA,3.511,NA,139.294
1952-03-05,0.028,NA,3.681,NA,139.26
1952-03-06,0.028,NA,3.681,NA,139.214
1952-03-07,0.027,NA,3.596,NA,139.169
1952-03-08,0.027,NA,3.511,NA,139.114
1952-03-09,0.026,NA,3.426,NA,139.071
1952-03-10,0.026,NA,3.426,NA,139.035
1952-03-11,0.025,NA,3.511,NA,138.995
1952-03-12,0.025,NA,3.426,NA,138.977
1952-03-13,0.025,NA,3.341,NA,138.934
1952-03-14,0.023,NA,3.228,NA,138.894
1952-03-15,0.023,NA,3.058,NA,138.842
1952-03-16,0.022,NA,3.058,NA,138.782
1952-03-17,0.022,NA,3.341,NA,138.775
1952-03-18,0.021,NA,3.681,NA,138.745
1952-03-19,0.021,NA,3.058,NA,138.721
1952-03-20,0.021,NA,3.058,NA,138.699
1952-03-21,0.021,NA,3.058,NA,138.681
1952-03-22,0.02,NA,2.973,NA,138.626
1952-03-23,0.02,NA,2.888,NA,138.577
1952-03-24,0.02,NA,2.832,NA,138.556
1952-03-25,0.02,NA,2.832,NA,138.535
1952-03-26,0.02,NA,2.747,NA,138.507
1952-03-27,0.02,NA,2.832,NA,138.495
1952-03-28,0.02,NA,2.888,NA,138.471
1952-03-29,0.019,NA,2.832,NA,138.434
1952-03-30,0.02,NA,2.747,NA,138.449
1952-03-31,0.019,NA,2.662,NA,138.44
1952-04-01,0.02,NA,2.747,NA,138.477
1952-04-02,0.02,NA,2.832,NA,138.458
1952-04-03,0.019,NA,2.747,NA,138.431
1952-04-04,0.019,NA,2.662,NA,138.422
1952-04-05,0.017,NA,2.577,NA,138.373
1952-04-06,0.017,NA,2.492,NA,138.349
1952-04-07,0.017,NA,2.435,NA,138.318
1952-04-08,0.016,NA,2.577,NA,138.273
1952-04-09,0.016,NA,2.577,NA,138.273
1952-04-10,0.015,NA,2.492,NA,138.218
1952-04-11,0.015,NA,2.577,NA,138.19
1952-04-12,0.016,NA,3.058,NA,138.285
1952-04-13,0.017,NA,2.577,NA,138.352
1952-04-14,0.02,NA,2.577,NA,138.471
1952-04-15,0.025,NA,2.888,NA,138.955
1952-04-16,0.028,NA,2.747,NA,139.251
1952-04-17,0.031,NA,2.662,NA,139.446
1952-04-18,0.032,NA,2.662,NA,139.556
1952-04-19,0.033,NA,2.747,NA,139.617
1952-04-20,0.035,NA,2.888,NA,139.684
1952-04-21,0.088,NA,27.75,NA,142.707
1952-04-22,0.26,NA,8.807,NA,145.207
1952-04-23,0.402,NA,3.851,NA,145.557
1952-04-24,0.459,NA,2.945,NA,145.697
1952-04-25,0.487,NA,2.775,NA,145.768
1952-04-26,0.495,NA,2.718,NA,145.786
1952-04-27,0.512,NA,2.633,NA,145.807
1952-04-28,0.522,NA,2.492,NA,145.819
1952-04-29,0.529,NA,1.897,NA,145.825
1952-04-30,0.533,NA,1.614,NA,145.829
1952-05-01,0.607,NA,1.699,NA,145.899
1952-05-02,0.681,NA,1.614,NA,146.011
1952-05-03,0.918,NA,1.557,NA,146.158
1952-05-04,1.078,NA,1.557,NA,146.2
1952-05-05,1.173,NA,1.557,NA,146.222
1952-05-06,1.232,NA,1.501,NA,146.234
1952-05-07,1.277,NA,1.501,NA,146.243
1952-05-08,1.293,NA,1.501,NA,146.246
1952-05-09,1.343,NA,1.501,NA,146.255
1952-05-10,1.309,NA,1.331,NA,146.249
1952-05-11,1.247,NA,1.303,NA,146.237
1952-05-12,1.188,NA,1.274,NA,146.225
1952-05-13,1.119,NA,1.274,NA,146.21
1952-05-14,1.041,NA,1.161,NA,146.191
1952-05-15,1.004,NA,1.133,NA,146.182
1952-05-16,0.937,NA,1.133,NA,146.164
1952-05-17,1.066,NA,1.557,NA,146.197
1952-05-18,2.518,NA,3.653,NA,146.459
1952-05-19,8.515,NA,1.274,NA,146.615
1952-05-20,13.008,NA,1.189,NA,147.109
1952-05-21,15.923,NA,1.161,NA,147.429
1952-05-22,16.717,NA,1.161,NA,147.499
1952-05-23,27.145,NA,12.403,NA,148.361
1952-05-24,64.122,NA,2.662,NA,150.404
1952-05-25,68.337,NA,1.472,NA,150.58
1952-05-26,73.205,NA,1.416,NA,150.678
1952-05-27,75.429,NA,1.388,NA,150.76
1952-05-28,77.447,NA,1.331,NA,150.833
1952-05-29,77.772,NA,1.388,NA,150.846
1952-05-30,78.423,NA,1.303,NA,150.87
1952-05-31,78.668,NA,1.303,NA,150.879
1952-06-01,78.833,NA,1.303,NA,150.885
1952-06-02,78.833,NA,1.274,NA,150.885
1952-06-03,78.668,NA,1.246,NA,150.879
1952-06-04,78.423,NA,1.246,NA,150.87
1952-06-05,78.833,NA,1.246,NA,150.885
1952-06-06,78.75,NA,1.274,NA,150.882
1952-06-07,78.668,NA,1.246,NA,150.879
1952-06-08,78.423,NA,1.274,NA,150.87
1952-06-09,78.261,NA,1.246,NA,150.864
1952-06-10,77.854,NA,1.246,NA,150.849
1952-06-11,77.528,NA,1.246,NA,150.836
1952-06-12,77.202,NA,1.246,NA,150.824
1952-06-13,76.877,NA,1.246,NA,150.812
1952-06-14,76.551,NA,1.246,NA,150.8
1952-06-15,76.15,NA,1.246,NA,150.788
1952-06-16,76.391,NA,1.246,NA,150.794
1952-06-17,76.551,NA,2.747,NA,150.8
1952-06-18,76.15,NA,9.061,NA,150.788
1952-06-19,76.07,NA,3.766,NA,150.785
1952-06-20,75.829,NA,3.596,NA,150.775
1952-06-21,75.589,NA,2.209,NA,150.766
1952-06-22,75.429,NA,1.246,NA,150.76
1952-06-23,74.547,NA,9.939,NA,150.73
1952-06-24,72.189,NA,35.113,NA,150.635
1952-06-25,67.878,NA,37.378,NA,150.562
1952-06-26,66.298,NA,36.246,NA,150.498
1952-06-27,65.114,NA,35.113,NA,150.449
1952-06-28,64.596,NA,35.113,NA,150.428
1952-06-29,64.23,NA,35.113,NA,150.413
1952-06-30,64.122,NA,35.113,NA,150.404
1952-07-01,64.05,NA,35.113,NA,150.401
1952-07-02,63.904,NA,35.113,NA,150.394
1952-07-03,63.904,NA,35.113,NA,150.394
1952-07-04,64.23,NA,35.113,NA,150.413
1952-07-05,64.448,NA,35.113,NA,150.422
1952-07-06,64.303,NA,35.113,NA,150.416
1952-07-07,64.23,NA,35.113,NA,150.413
1952-07-08,64.303,NA,35.113,NA,150.416
1952-07-09,65.04,NA,28.6,NA,150.446
